"species"	"species2"	"author"	"group"	"thorax"	"thor_vol"	"onum"	"egg_vol"	"major"	"minor"	"prop"	"dors"	"tf_num"	"tfc_tf"	"total_tfc"
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.2	1.728	10	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.54	3.652264	11	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.41	2.803221	11	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.48	3.241792	12	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.43	2.924207	12	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.39	2.685619	13	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.33	2.352637	13	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.67	4.657463	14	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	8.6	60.2
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	9.75	68.25
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	9.75	68.25
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	8	7	56
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	6	8.2	49.2
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	10	70
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	10.4	72.8
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	8	56
"Drosophila_perissopoda"	"Drosophila_basimacula"	"Sari"	"amc"	1.47	3.176523	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_petalopeza"	"Drosophila_petalopeza"	"Sari"	"amc"	1.81	5.929741	18	0.03644408553	0.3975	0.14775	0.006145982688	0.03	NA	NA	NA
"Drosophila_petalopeza"	"Drosophila_petalopeza"	"Kamb"	"amc"	1.75	5.359375	17.75	NA	NA	NA	0	NA	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.77	5.545233	22	0.01998250405	0.415	0.1072333333	0.003603546334	1.42	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.69	4.826809	21	0.02113966064	0.413	0.1105	0.004379634794	1.38	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.78	5.639752	28	0.02217498646	0.419	0.1124	0.00393190808	1.38	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	2.02	8.242408	29	0.02269838176	0.4296666667	0.112	0.002753853214	1.48	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.76	5.451776	25	0.02415880972	0.4213333333	0.117	0.004431365067	1.36	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Kamb"	"pna"	1.77	5.545233	27.44	0.0244	NA	NA	0.004400175791	NA	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.72	5.088448	22	0.02478987017	0.4276666667	0.1176666667	0.004871793948	1.44	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	2.05	8.615125	27	0.02542179726	0.3946666667	0.124	0.002950833245	NA	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.72	5.088448	23	0.02601039096	0.431	0.11975	0.005111655059	1.38	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.98	7.762392	34	0.02718241899	0.424	0.1236666667	0.003501809621	1.43	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.91	6.967871	21	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.78	5.639752	23	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	1.83	6.128487	28	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.5	149.5
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	143
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	117
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.7	137.8
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.1	170.82
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.7	137.8
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	11	11.5	126.5
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.7	165.1
"Drosophila_picticornis"	"Drosophila_picticornis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	15	10.4	156
"Drosophila_pilimana"	"Drosophila_pilimana"	"Kamb"	"pna"	2.19	10.503459	45	0.019	NA	NA	0.001808927897	NA	NA	NA	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	2.15	9.938375	39	0.01465333334	0.35	0.1	0.001474419444	0.54	NA	NA	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	2.47	15.069223	43	0.02058025778	0.4166666667	0.1083333333	0.001365714595	0.56	NA	NA	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	2.7	19.683	40	0.02417810048	0.4523333333	0.113	0.001228374764	1.9	NA	NA	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	2.85	23.149125	45	0.02678042223	0.4536666667	0.1186666667	0.001156865421	1.19	NA	NA	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.6	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	21	9.9	205.8
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	2.75	20.796875	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_planitibia"	"Drosophila_planitibia"	"Sari"	"pna"	2.61	17.779581	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_primaeva"	"Drosophila_primaeva"	"Kamb"	NA	3	27	101.33	0.023	NA	NA	0.0008518518519	NA	NA	NA	NA
"Drosophila_prodita"	"Drosophila_prodita"	"Kamb"	"amc"	1.37	2.571353	9	NA	NA	NA	0	NA	NA	NA	NA
"Drosophila_prolaticilia"	"Drosophila_prolaticilia"	"Sari"	"pna"	1.87	6.539203	30	0.02562709953	0.44475	0.11725	0.003918994338	1.02	NA	NA	NA
"Drosophila_prolaticilia"	"Drosophila_prolaticilia"	"Sari"	"pna"	1.85	6.331625	32	0.02706167238	0.4665	0.1175	0.004274048507	0.84	NA	NA	NA
"Drosophila_punalua"	"Drosophila_punalua"	"Kamb"	"pna"	2.3	12.167	34	0.0255	NA	NA	0.002095832991	NA	NA	NA	NA
"Drosophila_redunca"	"Drosophila_prodita"	"Sari"	"amc"	1.51	3.442951	17	0.01839988253	0.349	0.1122	0.005344218529	0.93	NA	NA	NA
"Drosophila_redunca"	"Drosophila_prodita"	"Sari"	"amc"	1.5	3.375	13	0.02249867022	0.3658	0.121	0.006666272658	0.91	NA	NA	NA
"Drosophila_redunca"	"Drosophila_prodita"	"Sari"	"amc"	1.5	3.375	14	0.02369242517	0.365	0.1245	0.007019977828	0.78	NA	NA	NA
"Drosophila_sejuncta"	"Drosophila_sejuncta"	"Kamb"	"pna"	2.24	11.239424	56.83	0.0343	NA	NA	0.003051757813	NA	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	17	9.7	164.9
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	190
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	21	9.9	205.8
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	2.11	9.393931	44	0.02257392472	0.4335	0.1115	0.002403032843	0.88	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	2.06	8.741816	41	0.02261803293	0.4228	0.113	0.002587338023	0.75	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	2.07	8.869743	39	0.02316860806	0.429	0.1136	0.00261209463	0.77	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Kamb"	"pna"	2.13	9.663597	35.61	0.0238	NA	NA	0.002462851048	NA	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	2.01	8.120601	41	0.02567365527	0.4475	0.117	0.003161546205	0.81	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	1.95	7.414875	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_setosimentum"	"Drosophila_setosimentum"	"Sari"	"pna"	1.78	5.639752	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	2.66	18.821096	50	0.02431693035	0.4408	0.1148	0.001292003949	1.52	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	2.41	13.997521	NA	0.02534	0.4449	0.1146	NA	NA	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	2.78	21.484952	49	0.0268806218	0.4538666667	0.1189666667	0.001251137159	1.63	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	2.51	15.813251	49	0.02694	0.466	0.1175	NA	NA	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	2.4	13.824	44	0.02907	0.4655	0.1221	NA	NA	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Kamb"	"pna"	3.16	31.554496	52.38	0.0308	NA	NA	0.0009760891126	NA	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	2.51	15.813251	NA	0.03263	0.461	0.13	NA	NA	NA	NA	NA
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	18	10.1	181.8
"Drosophila_silvestris"	"Drosophila_silvestris"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.9	250.2
"Drosophila_sproati"	"Drosophila_sproati"	"Kamb"	"pna"	2.78	21.484952	65.55	0.0164	NA	NA	0.0007633249541	NA	NA	NA	NA
"Drosophila_sproati"	"Drosophila_sproati"	"Sari"	"pna"	2.57	16.974593	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	2.21	10.793861	11	0.07681	0.61733	0.198667	0.00711	1.2	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Kamb"	"amc"	2.33	12.649337	14.3	0.0896	NA	NA	0.070833752	NA	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	2.2	10.648	13	0.11174	0.619	0.191	0.01049	1.23	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	2.42	14.172488	11	0.12158	0.6675	0.2085	0.008578	1.29	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	2.35	12.977875	12	0.12179	0.6468	0.2116	0.00938	1.31	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	2.42	14.172488	13	0.12296	0.61533	0.21833	0.00867	1.19	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	2.45	14.706125	12	0.17344	0.6705	0.2485	0.01197	1.29	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	1.67	4.657463	9	NA	NA	NA	NA	1.36	NA	NA	NA
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	6	10.7	64.2
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	5	11	55
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	5	9.3	46.5
"Drosophila_tanythrix"	"Drosophila_tanythrix"	"Sari"	"amc"	NA	NA	NA	NA	NA	NA	NA	NA	7	11.2	78.5
"Drosophila_torula"	"Drosophila_torula"	"Sari"	"amc"	1.52	3.511808	13	0.03986105447	0.4505	0.14525	0.01135057909	1.03	NA	NA	NA
"Drosophila_torula"	"Drosophila_torula"	"Sari"	"amc"	1.71	5.000211	18	0.04842691934	0.456	0.159	0.009684975162	1.02	NA	NA	NA
"Drosophila_torula"	"Drosophila_torula"	"Sari"	"amc"	1.61	4.173281	13	0.0489056256	0.4563	0.16	NA	0.99	NA	NA	NA
"Drosophila_torula"	"Drosophila_torula"	"Sari"	"amc"	1.68	4.741632	10	NA	NA	NA	NA	1	NA	NA	NA
"Drosophila_tricheatosa"	"Drosophila_tricheatosa"	"Kamb"	"amc"	1.35	2.460375	10.33	NA	NA	NA	0	NA	NA	NA	NA
"Drosophila_unicula"	"Drosophila_unicula"	"Sari"	"amc"	1.14	1.481544	11	0.02035989886	0.3638333333	0.1155	0.0137423518	0.51	NA	NA	NA
"Drosophila_unicula"	"Drosophila_unicula"	"Sari"	"amc"	1.15	1.520875	8	0.02472614352	0.3631666667	0.1275	0.01625784073	0.53	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Kamb"	"pna"	2.09	9.129329	47	0.022	NA	NA	0.002409815661	NA	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	1.98	7.762392	31	0.02307628704	0.43625	0.112	0.002972831962	1.33	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	2.13	9.663597	36	0.02441875636	0.45075	0.1135	0.002526880659	1.66	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	2.33	12.649337	44	0.02712911156	0.4626666667	0.1183333333	0.002144706206	1.7	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	2.18	10.360232	37	NA	NA	NA	NA	1.61	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	2.26	11.543176	59	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	23	10	230
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.33	202.3
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.5	228.4
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	20	9.8	196
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	22	10.1	223.1
"Drosophila_villosipedis"	"Drosophila_villosipedis"	"Sari"	"pna"	NA	NA	NA	NA	NA	NA	NA	NA	22	10.4	228.25
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.53	3.581577	9	0.03000300423	0.3981666667	0.1341666667	0.00837703733	0.72	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.46	3.112136	15	0.03998146928	0.5008	0.138	0.0128469544	1.13	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.67	4.657463	11	0.04413594048	0.48225	0.14775	0.009476391005	0.94	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.68	4.741632	13	0.04896077866	0.4715	0.1575	0.01032572301	1.17	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.51	3.442951	11	0.0512977718	0.4575	0.1635	0.01489936157	0.86	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.45	3.048625	11.79	NA	NA	NA	0	NA	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.48	3.241792	13	NA	NA	NA	NA	NA	NA	NA	NA
"Drosophila_waddingtoni"	"Drosophila_dasycnemia"	"Sari"	"amc"	1.52	3.511808	14	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_ampliloba"	"Scaptomyza_ampliloba"	"Sari"	"scapto"	1.41	2.803221	8	0.038622	0.41	0.15	0.01377772213	0.04	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.9	0.729	NA	0.01223581244	0.3123333333	0.09666666667	0.0167843792	0.06	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.93	0.804357	2	0.03739242624	0.367	0.156	0.04648735106	0.02	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Kamb"	"scapto"	0.93	0.804357	2.5	0.047	NA	NA	0.05843176599	NA	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.82	0.551368	2	0.08369116941	0.449	0.211	0.1517882239	0	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.81	0.531441	2	0.1215384644	0.472	0.248	0.228696063	0	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.85	0.614125	2	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.81	0.531441	2	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	NA	NA	NA	NA	NA	NA	NA	NA	2	8	16
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	NA	NA	NA	NA	NA	NA	NA	NA	2	7.5	15
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.89	0.704969	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.8	0.512	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_caliginosa"	"Scaptomyza_caliginosa"	"Sari"	"scapto"	0.79	0.493039	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_chauliodon"	"Scaptomyza_magnipalpa"	"Sari"	"scapto"	1.66	4.574296	2	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_crassifemur"	"Scaptomyza_crassifemur"	"Kamb"	"scapto"	2.06	8.741816	5.36	0.0804	NA	NA	0.009197173676	NA	NA	NA	NA
"Scaptomyza_devexa"	"Scaptomyza_devexa"	"Sari"	"scapto"	0.71	0.357911	11	0.01754995961	0.2806666667	0.122	0.04903442367	0.03	NA	NA	NA
"Scaptomyza_devexa"	"Scaptomyza_devexa"	"Sari"	"scapto"	0.77	0.456533	12	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_devexa"	"Scaptomyza_devexa"	"Sari"	"scapto"	0.78	0.474552	13	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_hackmani"	"Scaptomyza_tumidula"	"Sari"	"scapto"	0.84	0.592704	10	0.01908820811	0.2815	0.12725	0.03220529659	0.03	NA	NA	NA
"Scaptomyza_hackmani"	"Scaptomyza_tumidula"	"Sari"	"scapto"	1.45	3.048625	13	0.03044024853	0.42	0.1313333333	0.009984910748	0.11	NA	NA	NA
"Scaptomyza_hackmani"	"Scaptomyza_tumidula"	"Sari"	"scapto"	1.34	2.406104	10	0.03364405333	0.41	0.14	0.01398279265	0.11	NA	NA	NA
"Scaptomyza_hackmani"	"Scaptomyza_tumidula"	"Sari"	"scapto"	1.35	2.460375	12	0.03707502667	0.42	0.145	0.01506885197	1.19	NA	NA	NA
"Scaptomyza_inflatus"	"Scaptomyza_inflatus"	"Kamb"	"scapto"	1.69	4.826809	7.25	NA	NA	NA	0	NA	NA	NA	NA
"Scaptomyza_nasalis"	"Scaptomyza_nasalis"	"Kamb"	"scapto"	1.9	6.859	4.68	0.17	NA	NA	0.02478495407	NA	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.91	0.753571	13	0.007030391339	0.2540333333	0.08133333333	0.009329434571	0.24	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.91	0.753571	12	0.00916125144	0.253	0.093	0.01215711783	0.05	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.89	0.704969	20	0.009696249244	0.2639	0.09366666667	0.01375414982	0.03	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.93	0.804357	16	0.01056336908	0.259	0.0987	0.01313268745	0.03	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.82	0.551368	11	0.01421228251	0.2408666667	0.1186666667	0.02577640072	0.04	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.9	0.729	10	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.79	0.493039	11	NA	NA	NA	NA	0.03	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.95	0.857375	12	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.73	0.389017	12	NA	NA	NA	NA	0.05	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	0.77	0.456533	13	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	NA	NA	NA	NA	NA	NA	NA	NA	6	10.5	63
"Scaptomyza_palmae"	"Scaptomyza_anomala"	"Sari"	"scapto"	NA	NA	NA	NA	NA	NA	NA	NA	6	8.3	50
"Scaptomyza_reducta"	"Scaptomyza_reducta"	"Kamb"	"scapto"	1.68	4.741632	5.33	NA	NA	NA	NA	NA	NA	NA	NA
"Scaptomyza_tumidula"	"Scaptomyza_tumidula"	"Sari"	"scapto"	0.91	0.753571	10	0.0362587104	0.33	0.081	0.04811585159	0.07	NA	NA	NA
"Scaptomyza_undulata"	"Scaptomyza_undulata"	"Kamb"	"scapto"	2	8	2	0.27	NA	NA	0.03375	NA	NA	NA	NA
